RDKIT_SMILES,First_Class,Second_Class
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O,Other aliphatics,PASF-based substances
O=[N+]([O-])c1ccc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
Nc1ccc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
O=C(OOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,Other aliphatics,Others
C[SiH](C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
C[Si](C)(CCCC(F)(F)C(F)(F)C(F)(F)F)N1CCOCC1,Silicon PFASs,Others
O=C(CCC=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)c1ccccc1,Side-chain aromatics,Others
O=CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=c1cccccc1OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
FC(F)C(F)(F)C(F)(F)C(F)CC1CCCO1,"Other aliphatics, cyclic","Others, cyclic"
OC(I)CC(F)(Cl)C(F)(F)Cl,PFAS derivatives,PFAS halogen derivatives
C=CC(=O)OCCC(F)(F)C(F)(F)Br,Other aliphatics,Others
FC(F)(CC[Si](Cl)(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl,Silicon PFASs,Others
COCCCC1=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
CN(O)C(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=CCOCC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=S(=O)(F)C(F)(F)C(F)(F)N(C(F)(F)F)C(F)(F)F,Other aliphatics,PASF-based substances
C=CCOCC(OC(=O)O)C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=CC=Cc1ccccc1N(C(F)(F)C(O)(F)F)C(F)(F)C(O)(F)F,Side-chain aromatics,Others
CCCCCCCCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,Other aliphatics,Others
CCCCCCCCCCCCCCCCCCOCC(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Oc1ccc(SC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
OCCN(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(C)(C)C(N)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OOC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
O=C(OCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)I,Side-chain aromatics,PACF-based substances
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCCCCCCCCCCCCCCCCC(CCCCCCCCC(=O)Cl)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)C1NCCNCCN1,"Other aliphatics, cyclic","Others, cyclic"
CC=CC(=O)C(F)(C(F)(F)F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1,Side-chain aromatics,Others
Fc1c(F)c2c3c(c(F)c(F)c(F)c3c1F)C(F)(F)C2(F)F,Side-chain aromatics,Others
O=C(Oc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,PACF-based substances
O=C(Cl)CCCCC(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)C(F)(F)COC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CCCCCC1,"Other aliphatics, cyclic","Others, cyclic"
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cccs1,Side-chain aromatics,Others
CCOC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)Cl,Other aliphatics,Others
C[Si](OCC(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)F,Silicon PFASs,Others
N#COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC#N,Other aliphatics,Others
C=CCCCCCCCCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nnc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)o1,Side-chain aromatics,Others
O=C(O)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
NC1=C(F)C(=O)C(F)(F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,SFAs
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
C=CC(=O)OCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)(I)CC(F)(F)CC(F)(Cl)C(F)(F)Cl,Other aliphatics,Others
CC(=NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N1CCOCC1,"Other aliphatics, cyclic","PASF-based substances, cyclic"
O=C(O)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(O)C(F)(F)OC(F)(OC(F)F)C(F)(F)F,Other aliphatics,Others
OCC(CO)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1nc2ccccc2nc1C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCC(F)(F)F,Other aliphatics,Others
Cc1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(=S)[nH]1,Side-chain aromatics,Others
CC1C(C)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
CC(C)C(=O)CC(=O)C(F)(F)C(F)(F)F,Other aliphatics,Others
N#CC(F)(F)C(F)(F)OC(F)(F)F,Other aliphatics,Others
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCS,Other aliphatics,Others
O=C(O)CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,Side-chain aromatics,Others
OCCN(CCO)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=CCNCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,Other aliphatics,Others
CCCCCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)CCCCCCCCCCCCCCS,Other aliphatics,Others
O=C(OCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,PACF-based substances
O=C(OC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)C(F)(F)C(F)(F)C#CSCc1ccccc1,Side-chain aromatics,Others
C[Si](C)(Cl)CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,PACF-based substances
CCC(F)(OC(F)(F)F)C(F)(F)F,Other aliphatics,Others
N#CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(C(F)C(F)F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(CCF)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCO[Si](CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,Silicon PFASs,PACF-based substances
O=C=NC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C=O,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(C=CNc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
O=C(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
C=CC(=O)OCCNCCCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
FC(F)(CCI)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
N=C1N=C(N)C(F)(F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1csc(Br)c1,Side-chain aromatics,Others
FC1C(F)C(F)(C(F)(F)F)C(F)C(F)(C(F)(F)F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
O=C(O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1c(C2CCCCC2)cc([N+](=O)[O-])cc1[N+](=O)[O-],Side-chain aromatics,Others
CC(C)(c1ccc(C(F)(F)C(F)(F)c2ccccc2)cc1)[N+](=O)[O-],Side-chain aromatics,Others
Oc1ccc(Oc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)[Ge](Br)(Br)Br,Other aliphatics,Others
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,Non-PFAA perfluoroalkyls,PFAenes
CC(CC(F)(F)C(F)(F)F)C(=O)O,Other aliphatics,Others
C=CC(=O)OC(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,Other aliphatics,Others
CCCCC(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,Other aliphatics,PACF-based substances
CC(C)C(=NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N1CCCC1,"Other aliphatics, cyclic","PASF-based substances, cyclic"
ON=C1C(F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
Fc1c(F)c(F)c(C(F)(Cl)C(F)(F)F)c(F)c1F,Side-chain aromatics,Others
O=C(C(F)(F)C(F)(F)Cl)C(F)(C(F)(F)F)C(F)(F)F,Other aliphatics,Others
O=C(OOC(=O)C(F)(Cl)C(F)(F)F)C(F)(Cl)C(F)(F)F,Other aliphatics,Others
O=P(O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PFAAs,PFPiAs
O=[N+]([O-])c1cccc(OC(F)(F)C(F)(F)OC(F)(F)F)c1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C1=NNC(c2ccc(Cl)cc2)=NN1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C1=NNC(c2ccc(Cl)cc2)=NN1,Side-chain aromatics,Others
O=C(C(F)(OC(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C1(F)OC1(F)F,"Other aliphatics, cyclic","Others, cyclic"
FC(Oc1ccc(CCl)cc1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
COC(F)(OC)C(F)(F)F,Other aliphatics,Others
O=C(NCO)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1nnc(C(F)(F)C(F)(F)C(F)(F)F)nn1,Side-chain aromatics,Others
Fc1nc(F)c(C(F)(C(F)(F)F)C(F)(F)F)nc1C(F)(C(F)(F)F)C(F)(F)F,Side-chain aromatics,Others
C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)F,Other aliphatics,Others
Fc1c(F)c(C(F)(F)C(F)(F)F)c(F)c(F)c1-c1c(F)c(F)c(C(F)(F)C(F)(F)F)c(F)c1F,Side-chain aromatics,Others
FC(F)(C(Cl)(Cl)Cl)C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl,Other aliphatics,Others
FC(F)(C(Cl)(Cl)Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl,Other aliphatics,Others
COCCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)[Se][Se][Se]C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)C(F)(F)OC(Cl)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)C(C(F)(F)F)C(F)(F)F,Other aliphatics,Others
CCSC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)SCC,Other aliphatics,Others
FC(Cl)(Cl)C(F)(F)C(Cl)(Cl)CC=CCCl,Other aliphatics,Others
OCCC(CCO)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)SC(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1csc(-c2sccc2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,Side-chain aromatics,Others
C=C(C)c1ccccc1CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
OCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Oc1ccc(CCCNCC(F)(F)C(F)(F)F)cc1O,Side-chain aromatics,Others
CCN(CC)CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
O=C(O)C(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)OC(F)(C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,Other aliphatics,Others
O=C(O)CCCCCC(CCCCC(F)(F)C(F)(F)C(F)(F)F)C(CCCCCC(=O)O)CCCCC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)CCc1ccccc1,Side-chain aromatics,Others
O=C(O)c1ccc(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1F,Side-chain aromatics,Others
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,Other aliphatics,Others
CC=CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
FC(F)(F)C(F)([Hg]Br)C(F)(F)F,Other aliphatics,Others
CCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(C)F,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)C(F)(Cl)I,Other aliphatics,Others
NC(=O)C1(F)OC(F)(F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
CCNC(=O)CC(F)(F)C(F)(F)F,Other aliphatics,Others
FC(Sc1ccccc1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
FC(Sc1ccccc1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
[N-]=[N+]=NS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 FTUALs
CO[Si](CCCOC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,Silicon PFASs,Others
NNC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,Other aliphatics,Others
OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Non-PFAA perfluoroalkyls,PFACs
CCOC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)=C(F)F,Other aliphatics,PACF-based substances
OC(C=Cc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
FC1(F)C(Cl)C(F)(Cl)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
O=c1cc2c(cc3ccccc13)C(F)(F)C(F)(F)C2(F)F,Side-chain aromatics,Others
O=C1OC(CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)CC(CO)(CO)CC(CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)OC(=O)c2ccc1cc2,Side-chain aromatics,Others
FC(F)(CC[SiH2]C(Cl)Cl)C(F)(F)CC[SiH2]C(Cl)Cl,Silicon PFASs,Others
C=C(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F,Other aliphatics,Others
O=S(=O)(C(=Cc1ccccc1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,PASF-based substances
O=P(O)(O)Cc1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
OCCN1CCCN=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Other aliphatics, cyclic","Others, cyclic"
CCOC(=O)C(F)(F)C(F)(F)OC(F)=C(F)F,Other aliphatics,PACF-based substances
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 diPAPs
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)=CF,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[Hg]I,Other aliphatics,Others
O=C(Cl)c1ccccc1OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
NCC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(F)(F)C(F)(F)C(F)(F)I,Other aliphatics,Others
C=C(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)CC(F)(F)F,Other aliphatics,Others
CC(O)(CO)c1ccc(C(F)(F)C(F)(F)c2ccccc2)cc1,Side-chain aromatics,Others
C=CC(=O)OCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
COCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCCCOC,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(C(F)(F)Cl)C(F)(F)C(F)(F)I,Other aliphatics,Others
CCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
O=C1C(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Other aliphatics, cyclic","Others, cyclic"
OCCOCC(F)(F)C(F)(F)COCc1ccccc1,Side-chain aromatics,Others
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)CCI,Fluorotelomer PFAA precursors,n:2 FTIs
COc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1-c1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1OC,Side-chain aromatics,Others
COCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
ON=C(c1ccccc1)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
OCCOCCOCCOCCOC(F)(F)C(F)(F)F,Other aliphatics,Others
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(O)(C(F)(F)F)C(F)(F)F,Other aliphatics,Others
COC(F)(C(F)Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FCC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
O=C1c2c(F)c(F)c(F)c(F)c2OC1(F)C(F)(F)F,Side-chain aromatics,Others
Fc1c(F)c(F)c2c(c1F)OC(F)(C(F)(F)F)C2(F)F,Side-chain aromatics,Others
CCC[N+](CCC)(CCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=CC(=O)OCCCCOc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
C=CC(=O)OCCOc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
C=CC(=O)Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
C=CC(=O)Nc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,Side-chain aromatics,Others
OC(OCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Cc1ccc(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr,Other aliphatics,Others
Oc1ccc(CCCCNCC(F)(F)C(F)(F)F)cc1O,Side-chain aromatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)COCCC[Si](Cl)(Cl)c1ccccc1,Silicon PFASs,Others
C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
COC(=O)c1cccc(C(F)(F)C(F)(F)F)c1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,PFAAs,PFCAs
OCCCCOC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC1OOC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1,"Other aliphatics, cyclic","Others, cyclic"
OCCOCCOCCOCC(F)(F)C(F)(F)F,Other aliphatics,Others
CC(=O)CC(=O)C(F)(F)C(F)(F)C(=O)CC(C)=O,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccsc1-c1ccc(-c2sccc2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccsc1-c1sccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
FC1=NC(F)=C1C(F)(C(F)(F)F)C(F)(F)F,"Other aliphatics, cyclic","Others, cyclic"
